"y" "x_1" "x_2" "x_3" "x_4" "f_1" "f_2"
4.86727771159872 3.34045404551511 0.943090915912762 5.2734189073825 2.54494464571092 1 3
0.130874240761841 0.838345026597381 1.27290630061179 3.30627908447593 1.4833436582493 2 3
4.18286790135148 1.94687509528341 2.00959655363113 6.2935889136477 1.32551486134053 2 1
1.72718556803671 0.24557338723886 0.14089975389652 -0.334137035543367 0.449081992264837 1 1
8.659590901648 3.16190760938411 1.01712841261178 4.35199275634775 0.0708127383951305 2 2
1.36879794952672 4.64252879464971 0.892048157053068 6.20709090969771 1.81866240120473 2 2
4.17148437710067 0.744937681593001 1.26871478254907 3.35779717912569 1.38452910813959 1 3
6.49895687896119 2.22817941746655 2.07842328376137 6.22867244040574 0.683869157917798 2 3
3.93045438711761 0.843646815046668 1.28805470187217 2.73888550112024 0.368407221045345 1 1
4.35873483635087 0.626956961117685 1.23712918278761 3.09320866790271 0.91865167203815 1 3
4.71182044052107 1.9982545673007 0.623352132271975 3.12847363580987 0.0180761008232012 1 2
2.03200157288399 0.555673789232969 0.103530447464436 1.35858674896497 2.80342480523472 1 2
12.8613154568988 8.04766492131067 1.84230517619289 11.2302483522025 0.822335225896097 1 3
4.067506945173 0.117305345973309 2.77149937511422 5.80731805068143 1.38024611208112 2 4
4.89732883144137 0.824192255892772 1.51021863310598 3.60459671295264 0.250034764350673 1 2
4.2182183402198 0.479401530697942 1.24384001037106 2.51964687751606 0.631024972070009 1 4
1.07907875317046 3.25053619204049 0.412797517608851 4.26701908549283 1.61585120586775 2 2
10.0471390643725 6.77906183864842 1.8871450452134 10.907440962109 1.6635495181758 1 3
5.37908622752988 2.90049460288485 0.328725638100877 3.43763513756332 0.319424186833203 1 3
4.71725568926374 0.360352264317575 0.984624532051384 2.12046862166128 0.930245472076249 1 3
1.32039991976322 2.08574751756134 0.635552921332419 2.76835369276465 1.12045054133506 2 3
-0.292585251280689 0.506321237422526 1.01817808113992 2.33123698638423 1.32818811475755 2 3
